BindingDB_ID,smiles,value,standard_type,CuratedSmiles,IsSalt,FailedSanit
51510820,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(OC(C)=O)[C@H](OC(C)=O)[C@H]1OCc1ccccc1,,Ki (nM),CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(OC(C)=O)[C@H](OC(C)=O)[C@H]1OCc1ccccc1,False,False
50317256,O=C(C(=O)c1ccccc1)c1ccccc1,,Ki (nM),O=C(C(=O)c1ccccc1)c1ccccc1,False,False
51510822,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OC(C)=O,,Ki (nM),CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OC(C)=O,False,False
50612796,Clc1ccc(C(=O)Nc2cccc(c2)C(=O)C(=O)c2ccccn2)c(Cl)c1,,Ki (nM),O=C(C(=O)c1ccccn1)c1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1,False,False
50612797,O=C(Cc1cccs1)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(Cc1cccs1)Nc1cccc(C(=O)C(=O)c2ccccn2)c1,False,False
51510824,Cn1cnc2n(C)c(=O)n(C[C@H]3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]3OCc3ccccc3)c(=O)c12,,Ki (nM),Cn1cnc2c1c(=O)n(C[C@H]1O[C@@H]3OC(C)(C)O[C@@H]3[C@H]1OCc1ccccc1)c(=O)n2C,False,False
50612798,FC(F)(F)c1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(Nc1cccc(C(=O)C(=O)c2ccccn2)c1)c1ccc(C(F)(F)F)cc1,False,False
51510827,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1O[C@H](N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OCc1ccccc1,,Ki (nM),CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1O[C@H](N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OCc1ccccc1,False,False
50612799,Cc1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),Cc1ccc(C(=O)Nc2cccc(C(=O)C(=O)c3ccccn3)c2)cc1,False,False
50612804,COc1ccc(CC(=O)Nc2cccc(c2)C(=O)C(=O)c2ccccn2)cc1,,Ki (nM),COc1ccc(CC(=O)Nc2cccc(C(=O)C(=O)c3ccccn3)c2)cc1,False,False
50612805,Fc1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(Nc1cccc(C(=O)C(=O)c2ccccn2)c1)c1ccc(F)cc1,False,False
50481729,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCO,,Ki (nM),CC1(C)CC[C@]2(C(=O)OCCO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50612800,Fc1ccc(cc1F)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(Nc1cccc(C(=O)C(=O)c2ccccn2)c1)c1ccc(F)c(F)c1,False,False
50612801,O=C(COc1ccccc1)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(COc1ccccc1)Nc1cccc(C(=O)C(=O)c2ccccn2)c1,False,False
50580038,CCOP(F)(=O)CCC(=O)NCCNS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34,100000.0,Ki (nM),CCOP(=O)(F)CCC(=O)NCCNS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34,False,False
50612802,COc1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),COc1ccc(C(=O)Nc2cccc(C(=O)C(=O)c3ccccn3)c2)cc1,False,False
50580037,CCOP(F)(=O)CCC(=O)NCCCNS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34,100000.0,Ki (nM),CCOP(=O)(F)CCC(=O)NCCCNS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34,False,False
50612803,Clc1cccc(c1)C(=O)Nc1cccc(c1)C(=O)C(=O)c1ccccn1,,Ki (nM),O=C(Nc1cccc(C(=O)C(=O)c2ccccn2)c1)c1cccc(Cl)c1,False,False
50317233,O=C(C(=O)c1ccsc1)c1ccsc1,,Ki (nM),O=C(C(=O)c1ccsc1)c1ccsc1,False,False
50481799,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,,Ki (nM),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False,False
50653838,O=C(C(=O)c1ccccc1)c1ccccc1,,Ki (nM),O=C(C(=O)c1ccccc1)c1ccccc1,False,False
50653843,O=C(Nc1ccccc1)C(=O)Nc1ccccc1,,Ki (nM),O=C(Nc1ccccc1)C(=O)Nc1ccccc1,False,False
50653853,O=C(Oc1ccccc1)C(=O)Oc1ccccc1,,Ki (nM),O=C(Oc1ccccc1)C(=O)Oc1ccccc1,False,False
50653848,O=C(Sc1ccccc1)C(=O)Sc1ccccc1,,Ki (nM),O=C(Sc1ccccc1)C(=O)Sc1ccccc1,False,False
50653863,BrC(C(=O)C(=O)C(Br)c1ccccc1)c1ccccc1,,Ki (nM),O=C(C(=O)C(Br)c1ccccc1)C(Br)c1ccccc1,False,False
50653858,O=C(Cc1ccccc1)C(=O)Cc1ccccc1,,Ki (nM),O=C(Cc1ccccc1)C(=O)Cc1ccccc1,False,False
50653868,BrC(C(=O)C(=O)Cc1ccccc1)c1ccccc1,,Ki (nM),O=C(Cc1ccccc1)C(=O)C(Br)c1ccccc1,False,False
50653876,CCCC(=O)C(=O)c1ccccc1,,Ki (nM),CCCC(=O)C(=O)c1ccccc1,False,False
50653877,CCCCC(=O)C(=O)c1ccccc1,,Ki (nM),CCCCC(=O)C(=O)c1ccccc1,False,False
50653878,CCCCCC(=O)C(=O)c1ccccc1,,Ki (nM),CCCCCC(=O)C(=O)c1ccccc1,False,False
50653879,CCCCCCC(=O)C(=O)c1ccccc1,,Ki (nM),CCCCCCC(=O)C(=O)c1ccccc1,False,False
50653875,CCC(=O)C(=O)c1ccccc1,,Ki (nM),CCC(=O)C(=O)c1ccccc1,False,False
50380482,Fc1cc(F)cc(c1)C(=O)C(=O)c1cc(F)cc(F)c1,,Ki (nM),O=C(C(=O)c1cc(F)cc(F)c1)c1cc(F)cc(F)c1,False,False
50380484,OC(C(=O)c1cc(F)ccc1F)c1cc(F)ccc1F,,Ki (nM),O=C(c1cc(F)ccc1F)C(O)c1cc(F)ccc1F,False,False
50380495,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,,Ki (nM),O=C(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,False,False
50380497,OC(C(=O)c1ccc(F)c(F)c1F)c1ccc(F)c(F)c1F,,Ki (nM),O=C(c1ccc(F)c(F)c1F)C(O)c1ccc(F)c(F)c1F,False,False
50380498,OC(C(=O)c1ccc(F)c(F)c1)c1ccc(F)c(F)c1,,Ki (nM),O=C(c1ccc(F)c(F)c1)C(O)c1ccc(F)c(F)c1,False,False
50380500,FC(F)(F)c1ccc(C(=O)C(=O)c2ccc(cc2C(F)(F)F)C(F)(F)F)c(c1)C(F)(F)F,,Ki (nM),O=C(C(=O)c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F,False,False
50380501,Fc1cc(F)c(F)c(c1)C(=O)C(=O)c1cc(F)cc(F)c1F,,Ki (nM),O=C(C(=O)c1cc(F)cc(F)c1F)c1cc(F)cc(F)c1F,False,False
50380509,O=C(C(=O)c1ccccc1)c1ccccc1,,Ki (nM),O=C(C(=O)c1ccccc1)c1ccccc1,False,False
50380513,OC(C(=O)c1ccc(F)cc1F)c1ccc(F)cc1F,,Ki (nM),O=C(c1ccc(F)cc1F)C(O)c1ccc(F)cc1F,False,False
50380519,OC(C(=O)c1cccc(F)c1F)c1cccc(F)c1F,,Ki (nM),O=C(c1cccc(F)c1F)C(O)c1cccc(F)c1F,False,False
50380520,Fc1cc(cc(F)c1F)C(=O)C(=O)c1cc(F)c(F)c(F)c1,,Ki (nM),O=C(C(=O)c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,False,False
50380522,Fc1ccc(C(=O)C(=O)c2ccc(F)cc2F)c(F)c1,,Ki (nM),O=C(C(=O)c1ccc(F)cc1F)c1ccc(F)cc1F,False,False
50380524,OC(C(=O)c1cc(F)cc(F)c1F)c1cc(F)cc(F)c1F,,Ki (nM),O=C(c1cc(F)cc(F)c1F)C(O)c1cc(F)cc(F)c1F,False,False
50380525,FC(F)(F)c1ccc(c(c1)C(=O)C(=O)c1cc(ccc1C(F)(F)F)C(F)(F)F)C(F)(F)F,,Ki (nM),O=C(C(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F)c1cc(C(F)(F)F)ccc1C(F)(F)F,False,False
50380533,Fc1cc(F)c(F)c(c1)C(=O)C(=O)c1c(F)ccc(F)c1F,,Ki (nM),O=C(C(=O)c1c(F)ccc(F)c1F)c1cc(F)cc(F)c1F,False,False
50380534,OC(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,,Ki (nM),O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,False,False
50380535,OC(C(=O)c1ccccc1F)c1ccccc1F,,Ki (nM),O=C(c1ccccc1F)C(O)c1ccccc1F,False,False
50653948,CCCC(=O)C(=O)CCC,,Ki (nM),CCCC(=O)C(=O)CCC,False,False
50653949,CCCCC(=O)C(=O)CCCC,,Ki (nM),CCCCC(=O)C(=O)CCCC,False,False
50380537,OC(C(=O)c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,,Ki (nM),O=C(c1cc(F)c(F)c(F)c1)C(O)c1cc(F)c(F)c(F)c1,False,False
50653950,CCCCCC(=O)C(=O)CCCCC,,Ki (nM),CCCCCC(=O)C(=O)CCCCC,False,False
50380538,Fc1cccc(C(=O)C(=O)c2cccc(F)c2F)c1F,,Ki (nM),O=C(C(=O)c1cccc(F)c1F)c1cccc(F)c1F,False,False
50653951,CCCCCCC(=O)C(=O)CCCCCC,,Ki (nM),CCCCCCC(=O)C(=O)CCCCCC,False,False
50380539,OC(C(=O)c1cccc(F)c1)c1cccc(F)c1,,Ki (nM),O=C(c1cccc(F)c1)C(O)c1cccc(F)c1,False,False
50380541,Fc1ccccc1C(=O)C(=O)c1ccccc1F,,Ki (nM),O=C(C(=O)c1ccccc1F)c1ccccc1F,False,False
50653946,CC(=O)C(C)=O,,Ki (nM),CC(=O)C(C)=O,False,False
50653947,CCC(=O)C(=O)CC,,Ki (nM),CCC(=O)C(=O)CC,False,False
50380543,OC(C(=O)c1cc(F)cc(F)c1)c1cc(F)cc(F)c1,,Ki (nM),O=C(c1cc(F)cc(F)c1)C(O)c1cc(F)cc(F)c1,False,False
50903930,Oc1ccc2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,100200.0,Ki (nM),O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,False,False
50712942,C[C@@H](N)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,103680.0,Ki (nM),C[C@@H](N)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,False
50553331,Fc1cccc(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)Nc2cccc(F)c2)c1,104270.0,Ki (nM),N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2cccc(F)c2)CC1)Nc1cccc(F)c1,False,False
50534542,Cc1ccc(NC(=[Se])NCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,105100.0,Ki (nM),Cc1ccc(NC(=[Se])NCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,False,False
50798744,COc1cc(CN2CCCCC2)ccc1O,106000.0,Ki (nM),COc1cc(CN2CCCCC2)ccc1O,False,False
50918262,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,109000.0,Ki (nM),CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,False,False
183474,Cn1c2ccccc2c2OC(C)(C)[C@@H](O)Cc2c1=O |r|,110000.0,Ki (nM),Cn1c(=O)c2c(c3ccccc31)OC(C)(C)[C@@H](O)C2,False,False
51466784,NC(=O)c2cc[n+](CCCC[n+]1ccc(/C=N/O)cc1)cc2,110000.0,Ki (nM),NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)cc2)cc1,False,False
51135940,NC(=O)c1cc[n+](CCCC[n+]2ccc(C=NO)cc2)cc1,110000.0,Ki (nM),NC(=O)c1cc[n+](CCCC[n+]2ccc(C=NO)cc2)cc1,False,False
50099204,Cc1cnc(C)nc1N,110000.0,Ki (nM),Cc1ncc(C)c(N)n1,False,False
50853450,C[N+](C)(C)CCOC(=O)Nc1ccncc1Br,115900.0,Ki (nM),C[N+](C)(C)CCOC(=O)Nc1ccncc1Br,False,False
50502637,COc1ccc2C\C(=C/C3CCN(Cc4cccc(OC)c4)CC3)C(=O)c2c1,119490.0,Ki (nM),COc1cccc(CN2CCC(/C=C3\Cc4ccc(OC)cc4C3=O)CC2)c1,False,False
50713139,CC(=O)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,,Ki (nM),CC(=O)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,False,False
50099492,C[N+](C)(CCCCCC[N+](C)(C)Cc1ccc(cc1)-c1ccccc1)Cc1ccc(cc1)-c1ccccc1,120000.0,Ki (nM),C[N+](C)(CCCCCC[N+](C)(C)Cc1ccc(-c2ccccc2)cc1)Cc1ccc(-c2ccccc2)cc1,False,False
50927089,CC(C)=CCC\C(C)=C\Cc1c(O)cc2O[C@@H](CC(=O)c2c1O)c1ccc(O)cc1,120500.0,Ki (nM),CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,False,False
50903926,Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,121600.0,Ki (nM),O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,False,False
50246512,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@H](OC(C)=O)[C@@H](NC(=O)c5ccccc5)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)N(C)C,126000.0,Ki (nM),CC(=O)O[C@H]1[C@@H](NC(=O)c2ccccc2)[C@@H](O)C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@H]4[C@@H]3CC[C@@H]12,False,False
50420439,C[n+]1ccccc1CN=O,126500.0,Ki (nM),C[n+]1ccccc1CN=O,False,False
50246484,C\C=C(/C)C(=O)N[C@H]1[C@@H](O)C[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC=C4[C@@H]3CC[C@H]2[C@H]1OC(C)=O)[C@H](C)N(C)C,134000.0,Ki (nM),C/C=C(\C)C(=O)N[C@@H]1[C@H](OC(C)=O)[C@@H]2CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1O,False,False
50089110,O\N=C\C(=O)c1ccc(OCC2CCN(Cc3ccccc3)C2)nc1,137400.0,Ki (nM),O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)C2)nc1,False,False
50554038,CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,140000.0,Ki (nM),CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,False,False
50099335,C[n+]1cccc2ccc3ccccc3c12,140000.0,Ki (nM),C[n+]1cccc2ccc3ccccc3c21,False,False
50853451,CN(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1,140200.0,Ki (nM),CN(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1,False,False
50089055,O\N=C\C(=O)c1ccnc(OCC2CCN(Cc3ccccc3)CC2)c1,144000.0,Ki (nM),O=C(/C=N/O)c1ccnc(OCC2CCN(Cc3ccccc3)CC2)c1,False,False
50104392,[H][C@]12[C@@H](CC[C@]1(C)[C@H](C[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OS([O-])(=O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)OS([O-])(=O)=O)C(C)C,144400.0,Ki (nM),CC(C)[C@@H]1CC[C@@]2(C)[C@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OS(=O)(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2OS(=O)(=O)O,False,False
50927107,COc1cc(ccc1O)[C@@H]1CC(=O)c2c(O)c(C\C=C(/C)CCC=C(C)C)c(O)cc2O1,149500.0,Ki (nM),COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O,False,False
50099199,Cc1c(CCO)sc[n+]1C,150000.0,Ki (nM),Cc1c(CCO)sc[n+]1C,False,False
50099535,OCC[n+]1cccc2ccc3ccccc3c12,150000.0,Ki (nM),OCC[n+]1cccc2ccc3ccccc3c21,False,False
50853446,C[N+](C)(C)CCOC(=O)Nc1ccnc(Cl)c1,150900.0,Ki (nM),C[N+](C)(C)CCOC(=O)Nc1ccnc(Cl)c1,False,False
50089085,O\N=C\C(=O)c1ccc(OCC2CCN(Cc3ccc(F)c(F)c3)CC2)nc1,158800.0,Ki (nM),O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccc(F)c(F)c3)CC2)nc1,False,False
50853441,C[N+](C)(C)CCOC(=O)Nc1ccncc1,159000.0,Ki (nM),C[N+](C)(C)CCOC(=O)Nc1ccncc1,False,False
50099334,OCC[n+]1cccc2c1ccc1ccccc21,160000.0,Ki (nM),OCC[n+]1cccc2c3ccccc3ccc21,False,False
50099191,Cc1cnc(C)nc1N,160000.0,Ki (nM),Cc1ncc(C)c(N)n1,False,False
15298,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,173200.0,Ki (nM),CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,False,False
50811172,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,173200.0,Ki (nM),CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,False,False
51135948,C[n+]1ccccc1\C=N\O,180000.0,Ki (nM),C[n+]1ccccc1/C=N/O,False,False
50089053,O\N=C\C(=O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1,180100.0,Ki (nM),O=C(/C=N/O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1,False,False
50099192,CC1C(CCO)SCN1Cc1cnc(C)nc1N,190000.0,Ki (nM),Cc1ncc(CN2CSC(CCO)C2C)c(N)n1,False,False
50089126,O\N=C\c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1,198500.0,Ki (nM),O/N=C/c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1,False,False
50089070,O\N=C\C(=O)c1cccc(OCC2CCN(Cc3ccccc3)CC2)n1,199100.0,Ki (nM),O=C(/C=N/O)c1cccc(OCC2CCN(Cc3ccccc3)CC2)n1,False,False
50853452,CN(C)CCOC(=O)Nc1ccnc(Cl)c1,207700.0,Ki (nM),CN(C)CCOC(=O)Nc1ccnc(Cl)c1,False,False
50246495,CN[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C(C)=O)[C@@]4(C)CC[C@H]23)C1,216000.0,Ki (nM),CN[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C(C)=O)CC[C@@H]32)C1,False,False
50032009,NC(=O)c1cc[n+](COC[n+]2ccccc2CN=O)cc1,228800.0,Ki (nM),NC(=O)c1cc[n+](COC[n+]2ccccc2CN=O)cc1,False,False
51573569,CN(C)CCCN1C(SCC1=O)c1ccccc1Cl,231000.0,Ki (nM),CN(C)CCCN1C(=O)CSC1c1ccccc1Cl,False,False
50089105,COc1ccc(CN2CCCCC2COc2ccc(cn2)C(=O)\C=N\O)cc1OC,232600.0,Ki (nM),COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N/O)cn2)cc1OC,False,False
50089026,CC(=O)C(=N/O)\C(=O)NC1CCN(Cc2ccccc2)CC1,233800.0,Ki (nM),CC(=O)/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1,False,False
50099166,Cc1ncc(CN2CSC3CCOC23C)c(N)n1,240000.0,Ki (nM),Cc1ncc(CN2CSC3CCOC32C)c(N)n1,False,False
50099218,Cc1cnc(C)nc1N,260000.0,Ki (nM),Cc1ncc(C)c(N)n1,False,False
50089124,O\N=C\c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,266000.0,Ki (nM),O/N=C/c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,False,False
50089102,O\N=C\C(=O)c1ccc(NCC2CCN(Cc3ccccc3)CC2)nc1,285600.0,Ki (nM),O=C(/C=N/O)c1ccc(NCC2CCN(Cc3ccccc3)CC2)nc1,False,False
50099187,C[n+]1ccsc1,290000.0,Ki (nM),C[n+]1ccsc1,False,False
50089092,O\N=C\C(=O)c1ccc(OCC2CCN(Cc3cccc(Cl)c3)CC2)nc1,298300.0,Ki (nM),O=C(/C=N/O)c1ccc(OCC2CCN(Cc3cccc(Cl)c3)CC2)nc1,False,False
50903932,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(O)c4c(cc(O)cc4=O)oc3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,Ki (nM),C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(=O)c-4c3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,False,False
50554045,COC(=O)C1=C(C)OP(O)(OC)C=C1,310000.0,Ki (nM),COC(=O)C1=C(C)O[PH](O)(OC)C=C1,False,False
50853455,CN(C)CCOC(=O)Nc1ccncc1,313700.0,Ki (nM),CN(C)CCOC(=O)Nc1ccncc1,False,False
50853447,CN(C)CCOC(=O)Nc1ccncc1Br,316400.0,Ki (nM),CN(C)CCOC(=O)Nc1ccncc1Br,False,False
50099481,CC(=O)OCC[n+]1ccccc1,320000.0,Ki (nM),CC(=O)OCC[n+]1ccccc1,False,False
50099200,C[n+]1ccsc1,320000.0,Ki (nM),C[n+]1ccsc1,False,False
50099538,CC(=O)OCC[n+]1ccccc1,320000.0,Ki (nM),CC(=O)OCC[n+]1ccccc1,False,False
50099165,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,330000.0,Ki (nM),Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,False,False
50089104,COc1ccc(CN2CCCC(COc3ccc(cn3)C(=O)\C=N\O)C2)cc1OC,344800.0,Ki (nM),COc1ccc(CN2CCCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC,False,False
50099336,OCC[n+]1cccc2ccc3ccccc3c12,360000.0,Ki (nM),OCC[n+]1cccc2ccc3ccccc3c21,False,False
50099179,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,390000.0,Ki (nM),Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,False,False
50964630,CC(C)NC[C@H](O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1,390000.0,Ki (nM),CC(C)NC[C@H](O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1,False,False
50553654,CN(C)C(=O)N1c2ccccc2Sc2ccccc12,400000.0,Ki (nM),CN(C)C(=O)N1c2ccccc2Sc2ccccc21,False,False
50099193,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,430000.0,Ki (nM),Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,False,False
50099172,Cc1csc[n+]1C,450000.0,Ki (nM),Cc1csc[n+]1C,False,False
50099201,CCc1scnc1C,470000.0,Ki (nM),CCc1scnc1C,False,False
50706128,COC(=O)Nc1ccncc1NC(=O)OC,,Ki (nM),COC(=O)Nc1ccncc1NC(=O)OC,False,False
50015164,CC1=CC2Cc3[nH]c(=O)ccc3C(C1)C2=O,,Ki (nM),CC1=CC2Cc3[nH]c(=O)ccc3C(C1)C2=O,False,False
50099220,CC1C(CCO)SCN1Cc1cnc(C)nc1N,500000.0,Ki (nM),Cc1ncc(CN2CSC(CCO)C2C)c(N)n1,False,False
50706127,CC(C)C(=O)OCCOC(=O)Nc1ccncc1N,,Ki (nM),CC(C)C(=O)OCCOC(=O)Nc1ccncc1N,False,False
50099180,Cc1ncc(CN2CSC3CCOC23C)c(N)n1,540000.0,Ki (nM),Cc1ncc(CN2CSC3CCOC32C)c(N)n1,False,False
50099221,Cc1cnc(C)nc1N,550000.0,Ki (nM),Cc1ncc(C)c(N)n1,False,False
50089109,O\N=C\C(=O)c1ccc(OCC2CCCCN2Cc2ccccc2)nc1,550600.0,Ki (nM),O=C(/C=N/O)c1ccc(OCC2CCCCN2Cc2ccccc2)nc1,False,False
50099188,CCc1scnc1C,560000.0,Ki (nM),CCc1scnc1C,False,False
50099207,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,570000.0,Ki (nM),Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,False,False
50089035,COc1cc2CCN(CCCNC(=O)\C=N\O)C(c3ccccc3)c2cc1OC,595100.0,Ki (nM),COc1cc2c(cc1OC)C(c1ccccc1)N(CCCNC(=O)/C=N/O)CC2,False,False
50099206,CC1C(CCO)SCN1Cc1cnc(C)nc1N,620000.0,Ki (nM),Cc1ncc(CN2CSC(CCO)C2C)c(N)n1,False,False
50553681,CC(C)NC(=O)N1c2ccccc2Sc2ccccc12,691000.0,Ki (nM),CC(C)NC(=O)N1c2ccccc2Sc2ccccc21,False,False
50964632,CC(C)NC[C@H](O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1,710000.0,Ki (nM),CC(C)NC[C@H](O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1,False,False
50099178,Cc1ncsc1CCO,710000.0,Ki (nM),Cc1ncsc1CCO,False,False
