smiles,standard_type,value,units,bindingdb_id,data_validity_comment,activity_comment,warning_flag
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:51|,Ki, 3.964,nM,339621,,,False
COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.965,nM,387599,,,False
COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.965,nM,281353,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(Cc2cc(ccc2-c2ccc(Cl)cc2)N2CCOCC2)CC1,Ki, 3.966,nM,324908,,,False
CN(C)CCCNc1ccc(cc1C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 4.375,nM,324813,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 4.417,nM,325015,,,False
[O-][N+](=O)c1cc(ccc1NC1CCN(CC1)S(=O)(=O)c1ccccc1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 4.454,nM,324873,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2C)CC1 |r|,Ki, 4.5,nM,38821,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#C)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1 |c:57|,Ki, 4.53,nM,281645,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#C)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 4.53,nM,387897,,,False
CC(C)c1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)cnc1N,Ki, 4.551,nM,387940,,,False
CC(C)c1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)cnc1N |t:44|,Ki, 4.551,nM,281688,,,False
"[O-][N+](=O)c1cc(ccc1NC1CCC(CC1)N1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1Cl)N1CCN(CC2=C(CCOCC2)c2ccc(Cl)cc2)CC1 |t:56,(.97,8.56,;2.3,9.33,;2.3,10.87,;3.63,8.56,;3.63,7.02,;4.97,6.25,;6.3,7.02,;6.3,8.56,;4.97,9.33,;4.97,10.87,;6.3,11.64,;6.3,13.18,;7.63,13.95,;8.97,13.18,;8.97,11.64,;7.63,10.87,;10.3,13.95,;10.3,15.49,;11.63,16.26,;12.97,15.49,;12.97,13.95,;11.63,13.18,;4.97,4.71,;6.51,4.71,;3.43,4.71,;4.97,3.17,;3.63,2.4,;2.3,3.17,;3.63,.86,;4.97,.09,;4.97,-1.45,;3.63,-2.22,;2.3,-1.45,;2.3,.09,;.97,.86,;-.37,.09,;-1.7,.86,;-3.04,.09,;-4.5,.57,;-5.41,-.68,;-4.5,-1.93,;-3.04,-1.45,;-1.7,-2.22,;-.37,-1.45,;.97,-2.22,;3.63,-3.76,;4.97,-4.53,;4.97,-6.07,;3.63,-6.84,;3.63,-8.38,;2.3,-9.15,;2.41,-10.69,;1.29,-11.73,;-.24,-11.5,;-1.01,-10.17,;-.45,-8.74,;1.03,-8.28,;3.85,-11.25,;5.05,-10.29,;6.49,-10.85,;6.71,-12.37,;8.15,-12.94,;5.51,-13.33,;4.08,-12.77,;2.3,-6.07,;2.3,-4.53,)|",Ki, 4.555,nM,281638,,,False
[O-][N+](=O)c1cc(ccc1NC1CCC(CC1)N1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1Cl)N1CCN(CC2=C(CCOCC2)c2ccc(Cl)cc2)CC1,Ki, 4.555,nM,387890,,,False
FC(F)(F)S(=O)(=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 4.558,nM,324793,,,False
Cc1c(C(O)=O)c(c(-c2ccc(Cl)cc2)n1C)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN3CCC(C)(O)CC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)cc1,Ki, 4.6,nM,50969064,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2S(C)(=O)=O)CC1 |r|,Ki, 4.6,nM,38825,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C#N)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 4.608,nM,325071,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4Cc5ccccc5C4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:67|,Ki, 4.669,nM,324937,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2NCCc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 4.726,nM,324856,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]c3ccccc3c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:54|,Ki, 4.92,nM,339558,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]c3ccccc3c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 4.92,nM,1179846,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]c3ccccc3c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 4.92,nM,1372738,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]c3ccccc3c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 4.92,nM,704599,,,False
COC(=O)CN\C=C1/C(=O)C(O)=C(C(C)C)c2cc(C)c(c(O)c12)-c1c(C)cc2C(C(C)C)=C(O)C(=O)\C(=C/NC(=O)OC)c2c1O,Ki, 5.0,nM,50527941,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCN(CC4)C(=O)OCc4ccccc4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:68|,Ki, 5.015,nM,325060,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)-c1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 5.263,nM,387665,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)-c1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 5.263,nM,281419,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc(NC4CC4)nc3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 5.337,nM,281697,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc(NC4CC4)nc3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 5.337,nM,387949,,,False
[O-][N+](=O)c1cc(ccc1NC1CCN(CC1)C1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccc(cc2-c2ccc(Cl)cc2)C(F)(F)F)CC1,Ki, 5.417,nM,325062,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ncc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 5.428,nM,324759,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)C#N)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 5.455,nM,387601,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)C#N)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 5.455,nM,281355,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)C#N)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 5.457,nM,325070,,,False
CC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 5.578,nM,281350,,,False
CC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 5.578,nM,387596,,,False
Oc1ccc(cc1)N(C(=O)c1cc(-c2cc3OCOc3cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2CCCCc12)c1ccccc1,Ki, 5.6,nM,51462831,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(NC(C)=O)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 5.603,nM,281550,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(NC(C)=O)c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 5.603,nM,387800,,,False
FC(F)(F)S(=O)(=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 5.616,nM,324877,,,False
CC(C)(C)OC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 5.626,nM,387664,,,False
CC(C)(C)OC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 5.626,nM,281418,,,False
Cn1ccc2c(Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cccc12,Ki, 5.934,nM,387647,,,False
Cn1ccc2c(Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cccc12,Ki, 5.934,nM,281401,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NCC4CCOCC4)c(Br)c3)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 5.97,nM,325054,,,False
Cc1c(cnn1CC12CC3CC(CC(C3)C1)C2)-c1ccc(nc1C(O)=O)N1CCc2cccc(C(=O)Nc3nc4ccccc4s3)c2C1,Ki, 6.0,nM,50490142,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(c3)C3CC3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 6.052,nM,387941,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc(N)c(c3)C3CC3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 6.052,nM,281689,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4(CO)CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 6.091,nM,324949,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(CC1)S(=O)(=O)c1ccc(C)cc1 |r|,Ki, 6.1,nM,38796,,,False
Cc1c(cnn1CC12CC3CC(CC(C3)C1)C2)-c1ccc(nc1C(O)=O)N1CCc2cccc(C(=O)Nc3nc4ccccc4s3)c2C1,Ki, 6.1,nM,51389597,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)N1CCOCC1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 6.111,nM,387668,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)N1CCOCC1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 6.111,nM,281422,,,False
COC1CCN(CC1)c1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 6.156,nM,324978,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4NCCCc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 6.218,nM,324760,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3Cl)c2)=C(C1)c1ccc(Cl)cc1,Ki, 6.233,nM,387959,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1cccc(c1)C(F)(F)F |c:58|,Ki, 6.233,nM,324798,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3Cl)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 6.233,nM,281707,,,False
CN(C)CCC(CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCC2(C[C-](Cc3ccccc3)N=[O+]2)CC1 |c:53|,Ki, 6.5,nM,38791,,,False
COC1(CC2CCCCC2)CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)[N+]([O-])=O |r|,Ki, 6.6,nM,38801,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2cc[nH]c2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 6.63,nM,324778,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2NCCCc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:50|,Ki, 6.639,nM,324761,,,False
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 6.684,nM,324770,,,False
CNC(=O)c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCCCN3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 6.755,nM,387682,,,False
CNC(=O)c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCCCN3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 6.755,nM,281436,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccccc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 6.773,nM,324755,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(NCC4CCOCC4)c(c3)C#N)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 6.825,nM,325056,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4Cc5ccccc5C4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:67|,Ki, 6.831,nM,324936,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1c(F)cccc1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 6.935,nM,387729,,,False
CN1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1c(F)cccc1Cl)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 6.935,nM,281482,,,False
Cn1ncc(c1CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2ccc3[nH]ccc3c2)c1)-c1ccc(Cl)cc1,Ki, 6.994,nM,324992,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(c2)-c2ccc(N)nc2)=C(C1)c1ccc(Cl)cc1,Ki, 7.013,nM,387830,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(c2)-c2ccc(N)nc2)=C(C1)c1ccc(Cl)cc1 |c:59|,Ki, 7.013,nM,281580,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(cc3)S(=O)(=O)N3CCOCC3)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 7.128,nM,325065,,,False
Cc1nc(C)c(s1)-c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCCCN3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 7.173,nM,281366,,,False
Cc1nc(C)c(s1)-c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCCCN3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 7.173,nM,387612,,,False
CCCn1c(C)c(C(O)=O)c(c1-c1ccc(Cl)cc1)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN3CCC(O)CC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)cc1,Ki, 7.5,nM,50969061,,,False
CC(C)(C)OC(=O)Nc1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)ccn1 |t:49|,Ki, 7.55,nM,281604,,,False
CC(C)(C)OC(=O)Nc1cc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)ccn1,Ki, 7.55,nM,387855,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Nc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 7.586,nM,281552,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Nc3ccccc3Cl)c2)=C(C1)c1ccc(Cl)cc1,Ki, 7.586,nM,387802,,,False
[O-][N+](=O)c1cc(ccc1OCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccc(cc2-c2ccc(Cl)cc2)C(F)(F)F)CC1,Ki, 7.593,nM,325044,,,False
C[C@@H](N1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)c(Oc2cccc3[nH]ccc23)c1)c1ccccc1-c1ccc(Cl)cc1,Ki, 7.834,nM,324963,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 8,nM,50606471,,,False
COC1(Cc2ccccc2)CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)[N+]([O-])=O |r|,Ki, 8.1,nM,38789,,,False
[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)N1CCOCC1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 8.246,nM,387648,,,False
[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc(c1)N1CCOCC1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 8.246,nM,281402,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)-c3nccs3)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 8.266,nM,325035,,,False
Cc1nc2ccc(Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2s1,Ki, 8.27,nM,387602,,,False
Cc1nc2ccc(Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2s1,Ki, 8.27,nM,281356,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc(N)nc(N)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 8.274,nM,281703,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cc(N)nc(N)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 8.274,nM,387955,,,False
CN(C)Cc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 8.354,nM,281334,,,False
CN(C)Cc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 8.354,nM,387580,,,False
CC(C)[C@H](CO)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:47|,Ki, 8.376,nM,325075,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)Nc1ccc(cc1)N1CCN(CC1)c1ccc(cc1)-c1c(cn(CC[C@H](O)CO)c1C(=O)NCCCN1CCN(C)CC1)-c1ccc(Cl)cc1,Ki, 8.5,nM,50947925,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCN4CCN(Cc5nccs5)CC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:64|,Ki, 8.819,nM,235384,,,False
